order_id,buyer_id,supplier_id,order_date,order_seq,n_skus,gmv,status,cogs_ratio,cogs,gross_profit
534,B0184,S025,2026-05-26,4,7,296.68,completed,0.5959909211782173,176.8185864951535,119.8614135048465
535,B0185,S026,2026-02-19,1,4,192.04,completed,0.5926209408050167,113.8069254721954,78.23307452780459
536,B0185,S016,2026-02-27,2,4,107.05,completed,0.6364669602085204,68.13378809032211,38.916211909677884
537,B0185,S026,2026-04-14,3,5,274.49,completed,0.5926209408050167,162.66852204156905,111.82147795843096
538,B0185,S016,2026-04-14,4,3,135.79,completed,0.6364669602085204,86.42584852671499,49.364151473285006
539,B0185,S003,2026-05-03,5,7,134.18,completed,0.7494249000315423,100.55783308623235,33.62216691376766
540,B0185,S024,2026-05-24,6,1,24.27,cancelled,0.7288198407358268,17.688457534658518,6.581542465341482
541,B0185,S023,2026-06-13,7,6,169.89,completed,0.6318668012630086,107.34785086657253,62.54214913342746
542,B0185,S015,2026-06-29,8,7,367.24,completed,0.5802115783561801,213.07690003552358,154.16309996447643
543,B0186,S015,2026-04-05,1,1,39.13,completed,0.5802115783561801,22.703679061077327,16.426320938922675
544,B0187,S021,2026-06-20,1,2,45.88,cancelled,0.604843040469734,27.750198696751397,18.129801303248605
545,B0188,S028,2026-05-14,1,4,161.21,completed,0.680333365075177,109.6765417837693,51.53345821623071
546,B0189,S004,2026-03-26,1,2,68.96,completed,0.6352362604471946,43.80589252043853,25.15410747956146
547,B0191,S028,2026-05-06,1,6,197.79,completed,0.680333365075177,134.56313627821928,63.22686372178072
548,B0191,S006,2026-05-29,2,7,323.49,completed,0.5827247642383339,188.50563398345864,134.98436601654137
549,B0191,S027,2026-06-15,3,3,165.89,completed,0.5562268165769023,92.27246660194231,73.61753339805767
550,B0192,S005,2026-03-30,1,10,207.3,completed,0.6402774048659351,132.72950602870836,74.57049397129165
551,B0193,S012,2026-04-25,1,5,185.55,completed,0.680902242856227,126.34141116197293,59.20858883802708
552,B0193,S010,2026-05-16,2,9,253.95,completed,0.5664762091231685,143.85663330682866,110.09336669317133
553,B0193,S003,2026-05-28,3,5,169.76,completed,0.7494249000315423,127.2223710293546,42.537628970645386
554,B0193,S002,2026-06-06,4,4,117.05,completed,0.6047253332563332,70.7831002576538,46.2668997423462
555,B0193,S022,2026-06-11,5,7,271.61,cancelled,0.7467955295919657,202.83713379247382,68.77286620752619
556,B0193,S003,2026-06-21,6,2,79.66,completed,0.7494249000315423,59.69918753651265,19.960812463487343
557,B0194,S013,2026-05-25,1,2,51.84,completed,0.6046519053996419,31.345154775917436,20.494845224082567
558,B0195,S004,2026-04-24,1,1,49.13,completed,0.6352362604471946,31.209157475770674,17.92084252422933
559,B0195,S020,2026-05-01,2,3,95.65,completed,0.6295188795925589,60.213480833028264,35.43651916697174
560,B0195,S014,2026-05-07,3,2,75.08,completed,0.7401727124500821,55.57216725075216,19.50783274924784
561,B0195,S000,2026-05-08,4,5,228.63,cancelled,0.6866590753213011,156.99086439070908,71.63913560929092
562,B0195,S023,2026-05-11,5,6,296.83,completed,0.6318668012630086,187.55702261889886,109.27297738110113
563,B0195,S020,2026-05-21,6,4,59.24,completed,0.6295188795925589,37.29269842706319,21.94730157293681
564,B0195,S011,2026-05-24,7,5,233.66,completed,0.6860998604149426,160.3140933845555,73.3459066154445
565,B0196,S016,2026-05-08,1,6,172.7,completed,0.6364669602085204,109.91784402801147,62.782155971988516
566,B0197,S017,2026-06-20,1,3,100.55,completed,0.7387231840335198,74.27861615457041,26.271383845429582
567,B0197,S014,2026-06-29,2,4,141.77,completed,0.7401727124500821,104.93428544404814,36.83571455595187
568,B0198,S028,2026-04-30,1,5,273.44,completed,0.680333365075177,186.03035534615643,87.40964465384357
569,B0198,S015,2026-05-20,2,3,154.69,completed,0.5802115783561801,89.75292905591749,64.9370709440825
570,B0198,S020,2026-05-29,3,4,109.75,completed,0.6295188795925589,69.08969703528334,40.660302964716664
571,B0199,S008,2026-03-11,1,3,91.17,completed,0.6887364451562977,62.792101704899665,28.377898295100337
572,B0199,S020,2026-03-21,2,2,57.21,completed,0.6295188795925589,36.014775101490294,21.195224898509707
573,B0200,S022,2026-04-11,1,4,137.64,completed,0.7467955295919657,102.78893669303815,34.851063306961834
574,B0200,S022,2026-05-01,2,6,87.67,cancelled,0.7467955295919657,65.47156407932763,22.198435920672367
575,B0200,S010,2026-05-20,3,7,239.07,completed,0.5664762091231685,135.4274673150759,103.6425326849241
576,B0200,S005,2026-05-30,4,6,308.63,completed,0.6402774048659351,197.60881546377354,111.02118453622646
577,B0200,S012,2026-06-18,5,7,378.88,completed,0.680902242856227,257.9802417733673,120.89975822663268
578,B0201,S025,2026-04-09,1,2,34.17,completed,0.5959909211782173,20.365009776659686,13.804990223340315
579,B0201,S027,2026-06-30,2,7,243.24,completed,0.5562268165769023,135.29661086416573,107.94338913583428
580,B0201,S006,2026-06-30,3,3,46.81,completed,0.5827247642383339,27.27734621399641,19.532653786003593
581,B0202,S024,2026-03-06,1,7,352.96,completed,0.7288198407358268,257.24425098611744,95.71574901388254
582,B0202,S018,2026-03-15,2,7,244.02,completed,0.6339454633852245,154.6953719752625,89.3246280247375
583,B0203,S022,2026-05-28,1,3,135.05,completed,0.7467955295919657,100.85473627139498,34.19526372860503
584,B0203,S024,2026-06-09,2,2,49.19,cancelled,0.7288198407358268,35.85064796579532,13.33935203420468
585,B0203,S009,2026-06-12,3,5,243.7,completed,0.5941539225577521,144.79531092732418,98.90468907267581
586,B0203,S010,2026-06-14,4,4,100.84,completed,0.5664762091231685,57.12346092798032,43.716539072019685
587,B0204,S005,2026-05-28,1,3,112.18,completed,0.6402774048659351,71.8263192778606,40.3536807221394
588,B0204,S028,2026-06-13,2,7,108.88,completed,0.680333365075177,74.07469678938527,34.805303210614724
589,B0204,S015,2026-06-30,3,1,41.15,completed,0.5802115783561801,23.87570644935681,17.27429355064319
590,B0205,S005,2026-06-01,1,1,52.37,completed,0.6402774048659351,33.53132769282902,18.83867230717098
591,B0206,S003,2026-02-23,1,4,224.28,completed,0.7494249000315423,168.08101657907432,56.198983420925686
592,B0206,S008,2026-04-28,2,5,167.94,completed,0.6887364451562977,115.66639859954864,52.273601400451355
593,B0206,S013,2026-04-29,3,1,45.53,completed,0.6046519053996419,27.529801252845694,18.000198747154307
594,B0206,S028,2026-05-20,4,4,227.73,completed,0.680333365075177,154.93231722857007,72.79768277142992
595,B0208,S003,2026-04-30,1,4,57.3,completed,0.7494249000315423,42.94204677180737,14.357953228192628
596,B0208,S013,2026-05-14,2,4,61.95,completed,0.6046519053996419,37.45818553950782,24.491814460492186
597,B0209,S022,2026-02-04,1,3,110.5,completed,0.7467955295919657,82.52090601991222,27.979093980087782
598,B0210,S029,2026-02-10,1,3,160.69,completed,0.6237052687447523,100.22319963459424,60.46680036540576
599,B0210,S013,2026-05-19,2,7,328.52,completed,0.6046519053996419,198.64024396189032,129.87975603810966
600,B0210,S004,2026-05-31,3,2,47.71,completed,0.6352362604471946,30.307121985935655,17.402878014064346
601,B0210,S014,2026-06-07,4,2,82.7,completed,0.7401727124500821,61.21228331962179,21.487716680378213
602,B0210,S022,2026-06-11,5,5,155.96,completed,0.7467955295919657,116.47023079516298,39.48976920483703
603,B0211,S009,2026-05-24,1,1,45.19,cancelled,0.5941539225577521,26.849815760384818,18.34018423961518
604,B0211,S017,2026-06-30,2,6,367.15,completed,0.7387231840335198,271.22221701790676,95.92778298209322
605,B0212,S016,2026-02-27,1,4,152.04,completed,0.6364669602085204,96.76843663010344,55.271563369896555
606,B0213,S018,2026-02-18,1,3,163.05,completed,0.6339454633852245,103.36480780496086,59.68519219503915
607,B0213,S029,2026-02-19,2,6,261.96,completed,0.6237052687447523,163.3858322003753,98.57416779962469
608,B0213,S012,2026-03-18,3,4,139.49,completed,0.680902242856227,94.97905385601511,44.510946143984896
609,B0214,S028,2026-04-09,1,7,210.19,completed,0.680333365075177,142.99927000515146,67.19072999484854
610,B0214,S000,2026-05-20,2,5,145.34,completed,0.6866590753213011,99.7990300071979,45.540969992802104
611,B0214,S009,2026-06-23,3,4,223.01,completed,0.5941539225577521,132.5022662696043,90.5077337303957
612,B0215,S004,2026-01-30,1,4,69.2,completed,0.6352362604471946,43.95834922294587,25.241650777054133
613,B0215,S011,2026-03-13,2,11,603.08,completed,0.6860998604149426,413.7731038190436,189.30689618095641
614,B0216,S010,2026-02-03,1,3,110.77,cancelled,0.5664762091231685,62.748569684573376,48.02143031542662
615,B0216,S013,2026-02-14,2,5,132.89,completed,0.6046519053996419,80.3521917085584,52.53780829144159
616,B0216,S027,2026-02-27,3,6,96.56,completed,0.5562268165769023,53.70926140866569,42.85073859133431
617,B0216,S025,2026-03-12,4,4,246.27,completed,0.5959909211782173,146.77468415855958,99.49531584144043
618,B0216,S003,2026-04-01,5,7,259.67,completed,0.7494249000315423,194.60316379119058,65.06683620880943
619,B0216,S003,2026-04-20,6,5,242.97,completed,0.7494249000315423,182.08776796066383,60.882232039336174
620,B0216,S004,2026-05-07,7,3,132.75,completed,0.6352362604471946,84.32761357436509,48.42238642563491
621,B0216,S002,2026-05-11,8,5,208.92,completed,0.6047253332563332,126.33921662391312,82.58078337608687
622,B0216,S021,2026-05-28,9,6,112.66,completed,0.604843040469734,68.14161693932023,44.51838306067977
623,B0216,S022,2026-06-02,10,5,97.55,completed,0.7467955295919657,72.84990391169626,24.700096088303738
624,B0217,S014,2026-02-06,1,4,176.8,completed,0.7401727124500821,130.86253556117452,45.93746443882549
625,B0217,S017,2026-02-15,2,5,141.47,completed,0.7387231840335198,104.50716884522204,36.96283115477796
626,B0217,S005,2026-03-24,3,12,484.37,completed,0.6402774048659351,310.131166594913,174.238833405087
627,B0217,S004,2026-04-02,4,4,159.44,completed,0.6352362604471946,101.2820693657007,58.15793063429929
628,B0217,S004,2026-04-09,5,6,191.68,completed,0.6352362604471946,121.76208640251826,69.91791359748174
629,B0217,S009,2026-04-14,6,4,184.7,completed,0.5941539225577521,109.74022949641682,74.95977050358317
630,B0217,S021,2026-05-21,7,4,252.14,completed,0.604843040469734,152.50512422403872,99.63487577596126
631,B0217,S005,2026-05-25,8,8,380.87,completed,0.6402774048659351,243.86245519128872,137.0075448087113
632,B0217,S013,2026-06-09,9,7,317.76,completed,0.6046519053996419,192.1341894597902,125.62581054020978
633,B0218,S009,2026-04-26,1,2,54.24,completed,0.5941539225577521,32.22690875953248,22.013091240467524
634,B0218,S017,2026-05-27,2,1,25.26,completed,0.7387231840335198,18.660147628686712,6.59985237131329
635,B0218,S006,2026-05-28,3,8,372.4,completed,0.5827247642383339,217.0067022023555,155.39329779764446
636,B0218,S026,2026-05-30,4,3,74.08,completed,0.5926209408050167,43.901359294835636,30.178640705164362
637,B0219,S016,2026-01-30,1,2,79.89,completed,0.6364669602085204,50.8473454510587,29.0426545489413
638,B0219,S012,2026-03-01,2,1,25.16,completed,0.680902242856227,17.131500430262673,8.028499569737328
639,B0219,S012,2026-03-02,3,7,312.22,completed,0.680902242856227,212.5912982645712,99.62870173542882
640,B0220,S013,2026-04-25,1,2,85.17,completed,0.6046519053996419,51.498202782887496,33.671797217112506
641,B0220,S013,2026-04-28,2,3,75.57,completed,0.6046519053996419,45.69354449105093,29.876455508949064
642,B0221,S023,2026-03-17,1,1,45.04,completed,0.6318668012630086,28.459280728885908,16.58071927111409
643,B0221,S013,2026-04-15,2,2,68.26,completed,0.6046519053996419,41.27353906257956,26.986460937420446
644,B0221,S005,2026-06-08,3,4,146.97,completed,0.6402774048659351,94.10157019314649,52.86842980685351
645,B0221,S021,2026-06-14,4,4,162.44,completed,0.604843040469734,98.2507034939036,64.1892965060964
646,B0222,S024,2026-03-12,1,4,65.1,completed,0.7288198407358268,47.446171631902324,17.65382836809767
647,B0222,S008,2026-05-21,2,2,59.28,completed,0.6887364451562977,40.82829646886533,18.45170353113467
648,B0222,S017,2026-06-18,3,1,33.41,completed,0.7387231840335198,24.680741578559893,8.729258421440104
649,B0222,S018,2026-06-20,4,6,235.2,completed,0.6339454633852245,149.1039729882048,86.0960270117952
650,B0223,S029,2026-01-23,1,1,37.15,completed,0.6237052687447523,23.170650733867546,13.979349266132452
651,B0224,S026,2026-04-21,1,4,189.04,completed,0.5926209408050167,112.02906264978036,77.01093735021963
652,B0224,S013,2026-05-04,2,2,50.7,completed,0.6046519053996419,30.655851603761842,20.04414839623816
653,B0224,S023,2026-05-14,3,1,46.85,completed,0.6318668012630086,29.602959639171956,17.247040360828045
654,B0224,S018,2026-05-15,4,3,98.56,cancelled,0.6339454633852245,62.48166487124773,36.07833512875227
655,B0224,S001,2026-05-19,5,7,238.75,completed,0.6391805412753497,152.60435422948976,86.14564577051024
656,B0224,S002,2026-06-01,6,8,428.68,completed,0.6047253332563332,259.2336558603249,169.4463441396751
657,B0224,S005,2026-06-03,7,2,31.84,completed,0.6402774048659351,20.386432570931373,11.453567429068627
658,B0225,S009,2026-02-24,1,4,136.28,completed,0.5941539225577521,80.97129656617047,55.308703433829535
659,B0225,S018,2026-03-14,2,4,179.13,completed,0.6339454633852245,113.55865085619526,65.57134914380474
660,B0225,S006,2026-04-04,3,3,152.3,cancelled,0.5827247642383339,88.74898159349826,63.551018406501754
661,B0225,S025,2026-06-15,4,5,174.84,completed,0.5959909211782173,104.2030526587995,70.6369473412005
662,B0225,S002,2026-06-21,5,5,120.08,completed,0.6047253332563332,72.61541801742048,47.46458198257952
663,B0226,S017,2026-01-23,1,3,149.66,completed,0.7387231840335198,110.55731172245656,39.102688277543436
664,B0226,S017,2026-02-18,2,3,121.69,completed,0.7387231840335198,89.89522426503902,31.79477573496098
665,B0226,S003,2026-03-03,3,5,207.33,completed,0.7494249000315423,155.37826452353966,51.95173547646036
666,B0226,S029,2026-03-07,4,6,278.71,cancelled,0.6237052687447523,173.8328954518499,104.87710454815007
667,B0227,S005,2026-03-08,1,3,133.13,completed,0.6402774048659351,85.24013090980193,47.88986909019806
668,B0228,S002,2026-06-01,1,4,156.46,completed,0.6047253332563332,94.61532564128589,61.844674358714116
669,B0229,S019,2026-02-01,1,1,26.98,completed,0.6777051895328171,18.284486013595405,8.695513986404595
670,B0229,S000,2026-02-27,2,3,163.91,completed,0.6866590753213011,112.55028903591446,51.35971096408554
671,B0229,S024,2026-02-28,3,6,298.07,completed,0.7288198407358268,217.23932992812792,80.83067007187208
672,B0229,S009,2026-02-28,4,2,71.77,completed,0.5941539225577521,42.642427021969866,29.12757297803013
673,B0229,S028,2026-03-02,5,7,359.13,completed,0.680333365075177,244.32812139944832,114.80187860055167
674,B0231,S005,2026-06-20,1,4,127.47,completed,0.6402774048659351,81.61616079826075,45.85383920173925
675,B0232,S025,2026-02-14,1,3,51.97,completed,0.5959909211782173,30.97364817363195,20.99635182636805
676,B0232,S000,2026-03-23,2,7,180.55,completed,0.6866590753213011,123.97629604926092,56.57370395073909
677,B0233,S012,2026-03-25,1,4,154.1,completed,0.680902242856227,104.92703562414458,49.172964375855415
678,B0233,S003,2026-04-19,2,3,79.24,completed,0.7494249000315423,59.38442907849941,19.855570921500586
679,B0233,S012,2026-05-10,3,3,59.52,completed,0.680902242856227,40.527301494802636,18.992698505197367
680,B0233,S019,2026-05-22,4,3,104.68,completed,0.6777051895328171,70.9421792402953,33.737820759704704
681,B0233,S014,2026-05-22,5,7,436.64,completed,0.7401727124500821,323.18901316420386,113.45098683579613
682,B0233,S009,2026-05-26,6,5,225.92,completed,0.5941539225577521,134.23125418424735,91.68874581575264
683,B0233,S010,2026-06-30,7,9,381.9,completed,0.5664762091231685,216.33726426413804,165.56273573586193
684,B0234,S013,2026-05-01,1,5,112.67,completed,0.6046519053996419,68.12613018137765,44.543869818622355
685,B0235,S006,2026-03-09,1,1,44.78,completed,0.5827247642383339,26.09441494259259,18.685585057407412
686,B0235,S022,2026-03-26,2,3,180.81,cancelled,0.7467955295919657,135.02809970552332,45.781900294476685
687,B0235,S025,2026-03-27,3,4,209.72,completed,0.5959909211782173,124.99121598949573,84.72878401050427
688,B0235,S025,2026-04-20,4,3,49.82,completed,0.5959909211782173,29.692267693098785,20.127732306901216
689,B0235,S012,2026-05-04,5,7,261.0,completed,0.680902242856227,177.71548538547526,83.28451461452474
690,B0235,S027,2026-05-24,6,5,285.64,completed,0.5562268165769023,158.88062788702638,126.75937211297361
691,B0235,S022,2026-06-07,7,7,222.63,cancelled,0.7467955295919657,166.25908875305933,56.370911246940665
692,B0236,S017,2026-04-28,1,1,42.6,completed,0.7387231840335198,31.469607639827945,11.130392360172056
693,B0236,S011,2026-05-30,2,6,360.75,cancelled,0.6860998604149426,247.51052464469055,113.23947535530945
694,B0237,S020,2026-05-09,1,1,28.27,completed,0.6295188795925589,17.79649872608164,10.473501273918359
695,B0237,S014,2026-05-26,2,8,121.17,completed,0.7401727124500821,89.68672756757645,31.483272432423547
696,B0237,S019,2026-05-28,3,2,60.56,completed,0.6777051895328171,41.04182627810741,19.518173721892595
697,B0237,S012,2026-06-02,4,7,175.99,completed,0.680902242856227,119.8319857202674,56.15801427973261
698,B0237,S020,2026-06-05,5,4,150.78,completed,0.6295188795925589,94.91885666496603,55.86114333503397
699,B0237,S018,2026-06-29,6,5,185.5,completed,0.6339454633852245,117.59688345795915,67.90311654204085
700,B0238,S018,2026-05-24,1,1,31.9,completed,0.6339454633852245,20.222860281988662,11.677139718011336
701,B0238,S000,2026-06-09,2,1,27.38,completed,0.6866590753213011,18.800725482297224,8.579274517702775
702,B0238,S020,2026-06-21,3,4,210.1,cancelled,0.6295188795925589,132.26191660239664,77.83808339760336
703,B0239,S029,2026-04-05,1,4,190.41,cancelled,0.6237052687447523,118.75972022168828,71.65027977831171
704,B0239,S012,2026-06-01,2,6,196.8,completed,0.680902242856227,134.0015613941055,62.79843860589452
705,B0240,S024,2026-05-15,1,4,176.64,completed,0.7288198407358268,128.73873666757643,47.901263332423554
706,B0240,S009,2026-06-02,2,5,130.67,completed,0.5941539225577521,77.63809306062146,53.03190693937853
707,B0240,S012,2026-06-12,3,3,94.98,completed,0.680902242856227,64.67209502648444,30.307904973515562
708,B0241,S011,2026-03-03,1,5,255.92,completed,0.6860998604149426,175.58667627739212,80.33332372260787
709,B0241,S029,2026-03-06,2,6,338.16,cancelled,0.6237052687447523,210.91217367872545,127.24782632127457
710,B0241,S016,2026-03-08,3,4,199.11,completed,0.6364669602085204,126.72693644711852,72.3830635528815
711,B0241,S013,2026-03-22,4,2,50.92,completed,0.6046519053996419,30.788875022949764,20.131124977050238
712,B0241,S014,2026-03-25,5,5,77.64,completed,0.7401727124500821,57.46700939462438,20.172990605375624
713,B0241,S013,2026-04-18,6,4,150.23,completed,0.6046519053996419,90.83685574818819,59.393144251811805
714,B0241,S016,2026-04-22,7,8,410.24,completed,0.6364669602085204,261.10420575594344,149.13579424405657
715,B0241,S005,2026-05-10,8,7,341.71,completed,0.6402774048659351,218.78919201673867,122.92080798326131
716,B0241,S009,2026-05-11,9,8,315.91,completed,0.5941539225577521,187.6991656752195,128.21083432478054
717,B0241,S013,2026-05-20,10,3,138.66,completed,0.6046519053996419,83.84103320271434,54.818966797285654
718,B0242,S020,2026-03-09,1,7,340.2,completed,0.6295188795925589,214.16232283738853,126.03767716261146
719,B0243,S019,2026-03-17,1,3,68.12,completed,0.6777051895328171,46.16527751097551,21.954722489024498
720,B0243,S006,2026-04-09,2,6,125.93,completed,0.5827247642383339,73.38252956053338,52.54747043946662
721,B0243,S012,2026-04-14,3,7,395.56,completed,0.680902242856227,269.3376911842092,126.22230881579083
722,B0243,S005,2026-05-23,4,7,432.17,completed,0.6402774048659351,276.7086860609112,155.46131393908883
723,B0243,S029,2026-06-30,5,3,115.31,completed,0.6237052687447523,71.91945453895738,43.39054546104262
724,B0244,S006,2026-05-09,1,2,109.51,completed,0.5827247642383339,63.81418893173994,45.69581106826006
725,B0244,S021,2026-05-14,2,2,71.72,completed,0.604843040469734,43.379342862489324,28.340657137510675
726,B0245,S025,2026-04-24,1,4,207.48,completed,0.5959909211782173,123.65619632605652,83.82380367394347
727,B0246,S014,2026-05-15,1,8,270.81,completed,0.7401727124500821,200.44617225860674,70.36382774139327
728,B0247,S020,2026-01-24,1,5,82.67,completed,0.6295188795925589,52.042325775916844,30.627674224083158
729,B0248,S025,2026-05-03,1,4,135.66,completed,0.5959909211782173,80.85212836703695,54.80787163296304
730,B0249,S019,2026-02-10,1,1,25.65,completed,0.6777051895328171,17.383138111516757,8.266861888483241
731,B0249,S008,2026-05-10,2,8,481.92,cancelled,0.6887364451562977,331.915867649723,150.00413235027702
732,B0250,S006,2026-04-09,1,1,45.3,completed,0.5827247642383339,26.397431819996523,18.902568180003474
733,B0251,S017,2026-05-12,1,6,271.91,completed,0.7387231840335198,200.8662209705544,71.04377902944563
734,B0251,S010,2026-06-09,2,6,121.39,completed,0.5664762091231685,68.76454702546143,52.625452974538575
735,B0251,S006,2026-06-11,3,5,228.49,completed,0.5827247642383339,133.14678138081692,95.34321861918309
736,B0252,S009,2026-06-26,1,7,295.27,completed,0.5941539225577521,175.43582871362747,119.83417128637251
737,B0253,S001,2026-04-02,1,3,130.59,cancelled,0.6391805412753497,83.47058688514792,47.11941311485208
738,B0253,S013,2026-04-25,2,3,134.84,completed,0.6046519053996419,81.53126292408771,53.30873707591229
739,B0253,S003,2026-04-25,3,3,127.69,completed,0.7494249000315423,95.69406548502764,31.99593451497236
740,B0253,S016,2026-05-06,4,3,68.44,completed,0.6364669602085204,43.559798756671135,24.880201243328862
741,B0253,S013,2026-05-10,5,3,80.49,completed,0.6046519053996419,48.66843186561717,31.821568134382822
742,B0254,S006,2026-05-21,1,3,92.35,completed,0.5827247642383339,53.81463197741013,38.535368022589864
743,B0254,S016,2026-06-07,2,5,173.61,completed,0.6364669602085204,110.49702896180125,63.112971038198765
744,B0254,S018,2026-06-13,3,4,239.73,completed,0.6339454633852245,151.97574593733987,87.75425406266012
745,B0254,S011,2026-06-18,4,5,179.12,completed,0.6860998604149426,122.89420699752453,56.22579300247547
746,B0254,S008,2026-06-23,5,4,64.25,completed,0.6887364451562977,44.25131660129213,19.99868339870787
747,B0255,S006,2026-02-22,1,1,43.23,completed,0.5827247642383339,25.19119155802317,18.038808441976826
748,B0255,S010,2026-03-07,2,4,203.58,completed,0.5664762091231685,115.32322665329465,88.25677334670536
749,B0256,S010,2026-03-10,1,5,153.68,completed,0.5664762091231685,87.05606381804854,66.62393618195146
750,B0257,S018,2026-01-28,1,2,53.06,cancelled,0.6339454633852245,33.63714628722001,19.42285371277999
751,B0258,S017,2026-04-17,1,6,154.27,completed,0.7387231840335198,113.9628256008511,40.307174399148906
752,B0258,S003,2026-04-21,2,4,138.65,cancelled,0.7494249000315423,103.90776238937335,34.74223761062666
753,B0258,S018,2026-06-08,3,9,463.61,cancelled,0.6339454633852245,293.90345628002393,169.70654371997608
754,B0258,S012,2026-06-30,4,2,84.25,completed,0.680902242856227,57.366013960637126,26.883986039362874
755,B0259,S019,2026-02-20,1,3,158.66,completed,0.6777051895328171,107.52470537127677,51.13529462872323
756,B0259,S012,2026-02-26,2,4,79.07,completed,0.680902242856227,53.83894034264187,25.231059657358124
757,B0259,S013,2026-03-02,3,3,108.06,completed,0.6046519053996419,65.33868489748531,42.721315102514694
758,B0259,S022,2026-03-11,4,5,246.07,completed,0.7467955295919657,183.763975966695,62.30602403330499
759,B0259,S020,2026-03-29,5,4,100.05,cancelled,0.6295188795925589,62.98336390323552,37.066636096764476
760,B0259,S010,2026-04-20,6,3,160.97,cancelled,0.5664762091231685,91.18567538255644,69.78432461744356
761,B0259,S027,2026-05-29,7,4,249.85,completed,0.5562268165769023,138.97327012173903,110.87672987826096
762,B0260,S011,2026-01-26,1,3,54.57,completed,0.6860998604149426,37.44046938284342,17.129530617156583
763,B0260,S004,2026-01-30,2,2,89.29,completed,0.6352362604471946,56.720245695330014,32.56975430466999
764,B0260,S018,2026-04-04,3,4,160.26,completed,0.6339454633852245,101.59609996211607,58.66390003788392
765,B0260,S014,2026-04-04,4,4,111.11,completed,0.7401727124500821,82.24059008032862,28.869409919671384
766,B0260,S006,2026-05-30,5,8,445.09,completed,0.5827247642383339,259.36496531484,185.72503468515998
767,B0261,S018,2026-04-14,1,2,62.02,completed,0.6339454633852245,39.317297639151626,22.702702360848377
768,B0262,S025,2026-03-14,1,5,101.88,completed,0.5959909211782173,60.719555049636774,41.16044495036322
769,B0262,S004,2026-04-20,2,2,53.93,completed,0.6352362604471946,34.25829152591721,19.67170847408279
770,B0262,S020,2026-04-25,3,2,57.38,completed,0.6295188795925589,36.12179331102103,21.258206688978973
771,B0262,S008,2026-05-31,4,2,43.52,completed,0.6887364451562977,29.97381009320208,13.546189906797924
772,B0263,S010,2026-02-27,1,4,64.6,completed,0.5664762091231685,36.594363109356685,28.00563689064331
773,B0263,S012,2026-02-27,2,6,239.88,completed,0.680902242856227,163.33483001635173,76.54516998364826
774,B0263,S020,2026-03-01,3,6,276.75,completed,0.6295188795925589,174.21934992724067,102.53065007275933
775,B0264,S016,2026-03-09,1,3,108.93,completed,0.6364669602085204,69.33034597551413,39.59965402448587
776,B0264,S016,2026-03-09,2,2,110.52,cancelled,0.6364669602085204,70.34232844224567,40.17767155775432
777,B0264,S009,2026-04-02,3,4,88.25,completed,0.5941539225577521,52.43408366572162,35.81591633427838
778,B0264,S003,2026-04-13,4,6,268.48,completed,0.7494249000315423,201.20559716046847,67.27440283953155
779,B0264,S015,2026-04-27,5,3,127.66,completed,0.5802115783561801,74.06981009294995,53.590189907050046
780,B0264,S023,2026-06-10,6,9,141.68,completed,0.6318668012630086,89.52288840294307,52.15711159705694
781,B0264,S019,2026-06-19,7,2,100.8,completed,0.6777051895328171,68.31268310490796,32.487316895092036
782,B0265,S004,2026-03-06,1,4,203.06,completed,0.6352362604471946,128.99107504640733,74.06892495359267
783,B0265,S026,2026-03-31,2,4,182.97,cancelled,0.5926209408050167,108.43185353909391,74.53814646090609
784,B0265,S016,2026-04-13,3,3,103.46,completed,0.6364669602085204,65.84887170317351,37.61112829682648
785,B0265,S018,2026-04-21,4,5,151.9,completed,0.6339454633852245,96.2963158882156,55.6036841117844
786,B0265,S006,2026-05-18,5,2,74.47,completed,0.5827247642383339,43.39551319282872,31.074486807171276
787,B0266,S007,2026-01-13,1,3,151.6,completed,0.7089619097499859,107.47862551809786,44.12137448190214
788,B0266,S001,2026-03-28,2,3,43.8,cancelled,0.6391805412753497,27.996107707860318,15.803892292139679
789,B0266,S007,2026-04-07,3,5,114.32,completed,0.7089619097499859,81.04852552261838,33.27147447738162
790,B0266,S019,2026-04-22,4,5,93.12,completed,0.6777051895328171,63.107907249295934,30.01209275070407
791,B0266,S022,2026-05-22,5,3,149.11,completed,0.7467955295919657,111.35468141745801,37.755318582542
792,B0266,S003,2026-06-13,6,5,263.14,completed,0.7494249000315423,197.20366819430004,65.93633180569995
793,B0266,S007,2026-06-23,7,5,185.42,completed,0.7089619097499859,131.45571730584237,53.96428269415762
794,B0267,S026,2026-05-07,1,2,118.66,completed,0.5926209408050167,70.32040083592328,48.339599164076716
795,B0268,S015,2026-05-04,1,2,74.87,completed,0.5802115783561801,43.44044087152721,31.429559128472796
796,B0268,S027,2026-05-18,2,5,179.45,completed,0.5562268165769023,99.81490223472511,79.63509776527488
797,B0269,S001,2026-05-20,1,1,23.33,completed,0.6391805412753497,14.912082027953907,8.41791797204609
798,B0270,S012,2026-03-16,1,4,218.07,completed,0.680902242856227,148.48435209965743,69.58564790034256
799,B0271,S012,2026-03-16,1,6,346.39,completed,0.680902242856227,235.85772790296846,110.53227209703152
800,B0271,S022,2026-04-13,2,5,237.86,cancelled,0.7467955295919657,177.63278466874496,60.22721533125505
